date,UCRY Policy Index,UCRY Price Index
2016-01-25,99.80364448285714,99.72195165142857
2016-01-26,99.74368712571429,99.67802382285714
2016-01-27,99.68372976857142,99.63409599428572
2016-01-28,99.62377241142858,99.59016816571427
2016-01-29,99.56381505428571,99.54624033714285
2016-01-30,99.50385769714286,99.50231250857142
2016-01-31,99.44390034,99.45838468
2016-02-01,99.42979272571428,99.43928562428572
2016-02-02,99.41568511142857,99.42018656857142
2016-02-03,99.40157749714285,99.40108751285715
2016-02-04,99.38746988285715,99.38198845714285
2016-02-05,99.37336226857143,99.36288940142857
2016-02-06,99.35925465428572,99.34379034571428
2016-02-07,99.34514704,99.32469129
2016-02-08,99.40510439857142,99.37434883571429
2016-02-09,99.46506175714286,99.42400638142857
2016-02-10,99.52501911571429,99.47366392714285
2016-02-11,99.58497647428571,99.52332147285715
2016-02-12,99.64493383285713,99.57297901857143
2016-02-13,99.70489119142857,99.62263656428571
2016-02-14,99.76484855,99.67229411
2016-02-15,99.6978373842857,99.61881675285714
2016-02-16,99.63082621857143,99.56533939571428
2016-02-17,99.56381505285714,99.51186203857142
2016-02-18,99.49680388714286,99.45838468142857
2016-02-19,99.42979272142857,99.40490732428572
2016-02-20,99.36278155571429,99.35142996714285
2016-02-21,99.29577039,99.29795261
2016-02-22,99.3522008457143,99.34570025
2016-02-23,99.40863130142857,99.39344789
2016-02-24,99.46506175714286,99.44119553
2016-02-25,99.52149221285714,99.48894317
2016-02-26,99.57792266857143,99.53669081
2016-02-27,99.63435312428571,99.58443845000001
2016-02-28,99.69078358,99.63218609
2016-02-29,99.6978373857143,99.61881675142858
2016-03-01,99.70489119142857,99.60544741285715
2016-03-02,99.71194499714287,99.59207807428572
2016-03-03,99.71899880285714,99.57870873571429
2016-03-04,99.72605260857144,99.56533939714286
2016-03-05,99.73310641428571,99.55197005857143
2016-03-06,99.74016022,99.53860072
2016-03-07,99.69783738000001,99.51759175857143
2016-03-08,99.65551454,99.49658279714286
2016-03-09,99.6131917,99.47557383571429
2016-03-10,99.57086886,99.45456487428572
2016-03-11,99.52854602000001,99.43355591285714
2016-03-12,99.48622318,99.41254695142858
2016-03-13,99.44390034,99.39153799
2016-03-14,99.53207292,99.43546581857143
2016-03-15,99.6202455,99.47939364714286
2016-03-16,99.70841808,99.52332147571428
2016-03-17,99.79659065999999,99.56724930428572
2016-03-18,99.88476324,99.61117713285715
2016-03-19,99.97293581999999,99.65510496142858
2016-03-20,100.0611084,99.69903279
2016-03-21,99.98351652999999,99.65128515
2016-03-22,99.90592466,99.60353751
2016-03-23,99.82833278999999,99.55578987
2016-03-24,99.75074092,99.50804223
2016-03-25,99.67314904999999,99.46029459
2016-03-26,99.59555718,99.41254694999999
2016-03-27,99.51796531,99.36479931
2016-03-28,99.51796531,99.38962808285714
2016-03-29,99.51796531,99.41445685571428
2016-03-30,99.51796531,99.43928562857143
2016-03-31,99.51796531,99.46411440142857
2016-04-01,99.51796531,99.48894317428572
2016-04-02,99.51796531,99.51377194714286
2016-04-03,99.51796531,99.53860072
2016-04-04,99.51443840571429,99.53287100285715
2016-04-05,99.51091150142857,99.5271412857143
2016-04-06,99.50738459714286,99.52141156857144
2016-04-07,99.50385769285714,99.51568185142857
2016-04-08,99.50033078857143,99.50995213428571
2016-04-09,99.49680388428571,99.50422241714286
2016-04-10,99.49327698,99.4984927
2016-04-11,99.47211556,99.48512336
2016-04-12,99.45095414000001,99.47175402
2016-04-13,99.42979272000001,99.45838468000001
2016-04-14,99.4086313,99.44501534
2016-04-15,99.38746988,99.431646
2016-04-16,99.36630846,99.41827666
2016-04-17,99.34514704,99.40490732
2016-04-18,99.38041607428572,99.43355590428573
2016-04-19,99.41568510857142,99.46220448857143
2016-04-20,99.45095414285714,99.49085307285715
2016-04-21,99.48622317714286,99.51950165714285
2016-04-22,99.52149221142858,99.54815024142857
2016-04-23,99.55676124571428,99.57679882571428
2016-04-24,99.59203028,99.60544741
2016-04-25,99.64140692857143,99.64555542857143
2016-04-26,99.69078357714287,99.68566344714286
2016-04-27,99.74016022571429,99.72577146571429
2016-04-28,99.78953687428572,99.7658794842857
2016-04-29,99.83891352285714,99.80598750285714
2016-04-30,99.88829017142858,99.84609552142857
2016-05-01,99.93766682,99.88620354
2016-05-02,99.88829017142858,99.85755495571428
2016-05-03,99.83891352285714,99.82890637142857
2016-05-04,99.78953687428572,99.80025778714285
2016-05-05,99.74016022571429,99.77160920285715
2016-05-06,99.69078357714287,99.74296061857143
2016-05-07,99.64140692857143,99.71431203428573
2016-05-08,99.59203028,99.68566345
2016-05-09,99.57792266571428,99.64937524285715
2016-05-10,99.56381505142858,99.61308703571429
2016-05-11,99.54970743714286,99.57679882857143
2016-05-12,99.53559982285715,99.54051062142858
2016-05-13,99.52149220857143,99.50422241428572
2016-05-14,99.50738459428572,99.46793420714286
2016-05-15,99.49327698,99.431646
2016-05-16,99.46506175285715,99.42400637857143
2016-05-17,99.43684652571429,99.41636675714285
2016-05-18,99.40863129857144,99.40872713571429
2016-05-19,99.38041607142857,99.40108751428572
2016-05-20,99.35220084428572,99.39344789285715
2016-05-21,99.32398561714285,99.38580827142857
2016-05-22,99.29577039,99.37816865
2016-05-23,99.38394297571429,99.40872713857144
2016-05-24,99.47211556142857,99.43928562714287
2016-05-25,99.56028814714286,99.4698441157143
2016-05-26,99.64846073285715,99.50040260428571
2016-05-27,99.73663331857144,99.53096109285714
2016-05-28,99.82480590428571,99.56151958142857
2016-05-29,99.91297849,99.59207807
2016-05-30,99.85302113142858,99.58061863714286
2016-05-31,99.79306377285714,99.56915920428571
2016-06-01,99.73310641428571,99.55769977142857
2016-06-02,99.67314905571429,99.54624033857142
2016-06-03,99.61319169714287,99.53478090571429
2016-06-04,99.55323433857143,99.52332147285713
2016-06-05,99.49327698,99.51186204
2016-06-06,99.47916936714286,99.50040260571429
2016-06-07,99.46506175428571,99.48894317142857
2016-06-08,99.45095414142857,99.47748373714286
2016-06-09,99.43684652857144,99.46602430285714
2016-06-10,99.42273891571429,99.45456486857142
2016-06-11,99.40863130285715,99.44310543428571
2016-06-12,99.39452369,99.431646
2016-06-13,99.41921201428572,99.44692524571428
2016-06-14,99.44390033857142,99.46220449142858
2016-06-15,99.46858866285714,99.47748373714286
2016-06-16,99.49327698714285,99.49276298285714
2016-06-17,99.51796531142857,99.50804222857143
2016-06-18,99.54265363571427,99.52332147428572
2016-06-19,99.56734196,99.53860072
2016-06-20,99.84244042285714,99.73914080285715
2016-06-21,100.11753888571428,99.93968088571428
2016-06-22,100.39263734857143,100.14022096857143
2016-06-23,100.66773581142857,100.34076105142857
2016-06-24,100.94283427428572,100.54130113428572
2016-06-25,101.21793273714286,100.74184121714285
2016-06-26,101.4930312,100.9423813
2016-06-27,101.40485861428571,100.89845347142857
2016-06-28,101.31668602857144,100.85452564285714
2016-06-29,101.22851344285715,100.81059781428571
2016-06-30,101.14034085714286,100.76666998571427
2016-07-01,101.05216827142857,100.72274215714285
2016-07-02,100.9639956857143,100.67881432857142
2016-07-03,100.8758231,100.6348865
2016-07-04,100.7135855457143,100.5088327342857
2016-07-05,100.55134799142857,100.38277896857143
2016-07-06,100.38911043714286,100.25672520285714
2016-07-07,100.22687288285715,100.13067143714285
2016-07-08,100.06463532857144,100.00461767142856
2016-07-09,99.90239777428572,99.87856390571429
2016-07-10,99.74016022,99.75251014
2016-07-11,99.83538661714286,99.79452806285714
2016-07-12,99.93061301428573,99.83654598571428
2016-07-13,100.02583941142858,99.87856390857142
2016-07-14,100.12106580857143,99.92058183142858
2016-07-15,100.21629220571428,99.96259975428572
2016-07-16,100.31151860285715,100.00461767714286
2016-07-17,100.406745,100.0466356
2016-07-18,100.26566885857143,99.95877994285715
2016-07-19,100.12459271714286,99.87092428571428
2016-07-20,99.98351657571429,99.78306862857143
2016-07-21,99.8424404342857,99.69521297142857
2016-07-22,99.70136429285714,99.60735731428572
2016-07-23,99.56028815142857,99.51950165714285
2016-07-24,99.41921201,99.431646
2016-07-25,99.45800794857142,99.46602430142858
2016-07-26,99.49680388714286,99.50040260285714
2016-07-27,99.53559982571429,99.53478090428571
2016-07-28,99.57439576428571,99.56915920571429
2016-07-29,99.61319170285714,99.60353750714286
2016-07-30,99.65198764142858,99.63791580857142
2016-07-31,99.69078358,99.67229411
2016-08-01,99.7366333257143,99.7028526
2016-08-02,99.78248307142857,99.73341108999999
2016-08-03,99.82833281714286,99.76396958
2016-08-04,99.87418256285714,99.79452807
2016-08-05,99.92003230857144,99.82508656
2016-08-06,99.96588205428571,99.85564504999999
2016-08-07,100.0117318,99.88620354
2016-08-08,99.92355921285714,99.82126674857143
2016-08-09,99.83538662571429,99.75632995714285
2016-08-10,99.74721403857143,99.69139316571429
2016-08-11,99.65904145142858,99.62645637428571
2016-08-12,99.57086886428571,99.56151958285714
2016-08-13,99.48269627714286,99.49658279142857
2016-08-14,99.39452369,99.431646
2016-08-15,99.36983536571428,99.42591628428572
2016-08-16,99.34514704142858,99.42018656857142
2016-08-17,99.32045871714286,99.41445685285714
2016-08-18,99.29577039285715,99.40872713714286
2016-08-19,99.27108206857143,99.40299742142858
2016-08-20,99.24639374428573,99.39726770571428
2016-08-21,99.22170542,99.39153799
2016-08-22,99.21465161285715,99.37243893285715
2016-08-23,99.20759780571429,99.35333987571428
2016-08-24,99.20054399857143,99.33424081857143
2016-08-25,99.19349019142857,99.31514176142858
2016-08-26,99.18643638428571,99.29604270428572
2016-08-27,99.17938257714285,99.27694364714286
2016-08-28,99.17232877,99.25784459
2016-08-29,99.20759780428571,99.26548421285715
2016-08-30,99.24286683857142,99.27312383571429
2016-08-31,99.27813587285713,99.28076345857143
2016-09-01,99.31340490714285,99.28840308142858
2016-09-02,99.34867394142857,99.29604270428572
2016-09-03,99.38394297571428,99.30368232714287
2016-09-04,99.41921201,99.31132195
2016-09-05,99.4086313,99.32469128857143
2016-09-06,99.39805059,99.33806062714287
2016-09-07,99.38746988,99.35142996571429
2016-09-08,99.37688917,99.36479930428573
2016-09-09,99.36630846,99.37816864285715
2016-09-10,99.35572775,99.39153798142858
2016-09-11,99.34514704,99.40490732
2016-09-12,99.39099678428572,99.42018656571429
2016-09-13,99.43684652857142,99.43546581142857
2016-09-14,99.48269627285714,99.45074505714285
2016-09-15,99.52854601714286,99.46602430285715
2016-09-16,99.57439576142858,99.48130354857143
2016-09-17,99.62024550571428,99.49658279428571
2016-09-18,99.66609525,99.51186204
2016-09-19,99.62024550571428,99.49276298428572
2016-09-20,99.57439576142858,99.47366392857143
2016-09-21,99.52854601714286,99.45456487285715
2016-09-22,99.48269627285714,99.43546581714286
2016-09-23,99.43684652857142,99.41636676142858
2016-09-24,99.39099678428572,99.39726770571428
2016-09-25,99.34514704,99.37816865
2016-09-26,99.35925465428572,99.37434883857144
2016-09-27,99.37336226857143,99.37052902714287
2016-09-28,99.38746988285715,99.3667092157143
2016-09-29,99.40157749714285,99.36288940428571
2016-09-30,99.41568511142857,99.35906959285714
2016-10-01,99.42979272571428,99.35524978142857
2016-10-02,99.44390034,99.35142997
2016-10-03,99.47916937428572,99.38007855428572
2016-10-04,99.51443840857142,99.40872713857142
2016-10-05,99.54970744285714,99.43737572285714
2016-10-06,99.58497647714286,99.46602430714286
2016-10-07,99.62024551142858,99.49467289142858
2016-10-08,99.65551454571428,99.52332147571428
2016-10-09,99.69078358,99.55197006
2016-10-10,99.64493383571428,99.50804223
2016-10-11,99.59908409142858,99.4641144
2016-10-12,99.55323434714286,99.42018657
2016-10-13,99.50738460285714,99.37625874
2016-10-14,99.46153485857143,99.33233091
2016-10-15,99.41568511428572,99.28840308
2016-10-16,99.36983537,99.24447525
2016-10-17,99.34867394857143,99.24638515571428
2016-10-18,99.32751252714286,99.24829506142856
2016-10-19,99.30635110571428,99.25020496714285
2016-10-20,99.28518968428573,99.25211487285715
2016-10-21,99.26402826285715,99.25402477857143
2016-10-22,99.24286684142858,99.25593468428572
2016-10-23,99.22170542,99.25784459
2016-10-24,99.24992064714286,99.31132194714286
2016-10-25,99.27813587428572,99.36479930428573
2016-10-26,99.30635110142858,99.41827666142858
2016-10-27,99.33456632857143,99.47175401857143
2016-10-28,99.36278155571428,99.52523137571428
2016-10-29,99.39099678285714,99.57870873285715
2016-10-30,99.41921201,99.63218609
2016-10-31,99.45095414142857,99.63791580714286
2016-11-01,99.48269627285714,99.64364552428572
2016-11-02,99.51443840428571,99.64937524142857
2016-11-03,99.54618053571429,99.65510495857143
2016-11-04,99.57792266714286,99.66083467571428
2016-11-05,99.60966479857143,99.66656439285714
2016-11-06,99.64140693,99.67229411
2016-11-07,99.68020286714285,99.69521297714286
2016-11-08,99.71899880428572,99.71813184428571
2016-11-09,99.75779474142857,99.74105071142857
2016-11-10,99.79659067857143,99.76396957857142
2016-11-11,99.83538661571428,99.78688844571428
2016-11-12,99.87418255285715,99.80980731285713
2016-11-13,99.91297849,99.83272618
2016-11-14,99.88123636,99.8002577842857
2016-11-15,99.84949423,99.76778938857143
2016-11-16,99.8177521,99.73532099285714
2016-11-17,99.78600997,99.70285259714285
2016-11-18,99.75426784,99.67038420142856
2016-11-19,99.72252571,99.63791580571429
2016-11-20,99.69078358,99.60544741
2016-11-21,99.64493383571428,99.56533939285714
2016-11-22,99.59908409142858,99.52523137571428
2016-11-23,99.55323434714286,99.48512335857143
2016-11-24,99.50738460285714,99.44501534142857
2016-11-25,99.46153485857143,99.40490732428572
2016-11-26,99.41568511428572,99.36479930714286
2016-11-27,99.36983537,99.32469129
2016-11-28,99.38394298285715,99.34570025142858
2016-11-29,99.39805059571428,99.36670921285715
2016-11-30,99.41215820857143,99.38771817428572
2016-12-01,99.42626582142857,99.40872713571429
2016-12-02,99.44037343428572,99.42973609714286
2016-12-03,99.45448104714285,99.45074505857143
2016-12-04,99.46858866,99.47175402
2016-12-05,99.50033079142857,99.48894317
2016-12-06,99.53207292285714,99.50613232
2016-12-07,99.56381505428571,99.52332147
2016-12-08,99.59555718571428,99.54051062
2016-12-09,99.62729931714286,99.55769977
2016-12-10,99.65904144857143,99.57488892
2016-12-11,99.69078358,99.59207807
2016-12-12,99.65904144857143,99.55960967571428
2016-12-13,99.62729931714286,99.52714128142857
2016-12-14,99.59555718571428,99.49467288714285
2016-12-15,99.56381505428571,99.46220449285714
2016-12-16,99.53207292285714,99.42973609857142
2016-12-17,99.50033079142857,99.39726770428571
2016-12-18,99.46858866,99.36479931
2016-12-19,99.46153485285714,99.36479931
2016-12-20,99.45448104571427,99.36479931
2016-12-21,99.44742723857142,99.36479931
2016-12-22,99.44037343142857,99.36479931
2016-12-23,99.43331962428572,99.36479931
2016-12-24,99.42626581714285,99.36479931
2016-12-25,99.41921201,99.36479931
2016-12-26,99.40510439714285,99.35524978142857
2016-12-27,99.39099678428572,99.34570025285714
2016-12-28,99.37688917142857,99.33615072428572
2016-12-29,99.36278155857143,99.32660119571428
2016-12-30,99.34867394571428,99.31705166714285
2016-12-31,99.33456633285715,99.30750213857142
2017-01-01,99.32045872,99.29795261
2017-01-02,99.40510440142857,99.37243892857143
2017-01-03,99.48975008285714,99.44692524714286
2017-01-04,99.57439576428571,99.52141156571429
2017-01-05,99.6590414457143,99.5958978842857
2017-01-06,99.74368712714286,99.67038420285714
2017-01-07,99.82833280857143,99.74487052142857
2017-01-08,99.91297849,99.81935684
2017-01-09,99.85654803571428,99.79834787857142
2017-01-10,99.80011758142857,99.77733891714286
2017-01-11,99.74368712714285,99.75632995571428
2017-01-12,99.68725667285715,99.73532099428571
2017-01-13,99.63082621857143,99.71431203285714
2017-01-14,99.57439576428571,99.69330307142857
2017-01-15,99.51796531,99.67229411
2017-01-16,99.59203027999999,99.70094269428571
2017-01-17,99.66609525,99.72959127857142
2017-01-18,99.74016021999999,99.75823986285714
2017-01-19,99.81422519,99.78688844714286
2017-01-20,99.88829016,99.81553703142858
2017-01-21,99.96235513,99.84418561571428
2017-01-22,100.0364201,99.8728342
2017-01-23,100.00467797142858,99.84227571
2017-01-24,99.97293584285714,99.81171722
2017-01-25,99.94119371428572,99.78115873
2017-01-26,99.90945158571428,99.75060024
2017-01-27,99.87770945714286,99.72004175
2017-01-28,99.84596732857142,99.68948326
2017-01-29,99.8142252,99.65892477
2017-01-30,99.79659068285714,99.64746533571429
2017-01-31,99.77895616571428,99.63600590142858
2017-02-01,99.76132164857142,99.62454646714286
2017-02-02,99.74368713142857,99.61308703285714
2017-02-03,99.72605261428572,99.60162759857143
2017-02-04,99.70841809714285,99.59016816428571
2017-02-05,99.69078358,99.57870873
2017-02-06,99.6978373857143,99.59589788142857
2017-02-07,99.70489119142857,99.61308703285715
2017-02-08,99.71194499714287,99.63027618428572
2017-02-09,99.71899880285714,99.64746533571429
2017-02-10,99.72605260857144,99.66465448714285
2017-02-11,99.73310641428571,99.68184363857144
