Timeline,Date,UCRY Policy Index,UCRY Price Index
13/09/2021 - 19/09/2021,17/09/2021,103.2952789,104.044068
20/09/2021 - 26/09/2021,24/09/2021,107.9613721,108.2153019
27/09/2021 - 03/10/2021,01/10/2021,106.1838128,105.8489288
04/10/2021 - 10/10/2021,08/10/2021,103.7396687,104.6590576
11/10/2021 - 17/10/2021,15/10/2021,102.6533825,102.5868101
18/10/2021 - 24/10/2021,22/10/2021,104.6531367,104.8863364
25/10/2021 - 31/10/2021,29/10/2021,103.5174738,103.7232039
01/11/2021 - 07/11/2021,05/11/2021,103.2459022,102.7606115
08/11/2021 - 14/11/2021,12/11/2021,104.4062535,104.4050402
15/11/2021 - 21/11/2021,19/11/2021,103.6656037,104.1376534
22/11/2021 - 28/11/2021,26/11/2021,103.1965256,103.4691864
29/11/2021 - 05/12/2021,03/12/2021,104.3321885,105.5280647
06/12/2021 - 12/12/2021,10/12/2021,103.4927855,103.883636
13/12/2021 - 19/12/2021,17/12/2021,103.5668504,103.134953
20/12/2021 - 26/12/2021,24/12/2021,103.1224606,102.3595313
27/12/2021 - 02/01/2022,31/12/2021,101.9127327,101.757911
03/01/2022 - 09/01/2022,07/01/2022,100.9498881,101.9049738
10/01/2022 - 16/01/2022,14/01/2022,101.8880444,102.6269181
17/01/2022 - 23/01/2022,21/01/2022,101.2214597,101.9317124
24/01/2022 - 30/01/2022,28/01/2022,103.7396687,103.8301586
31/01/2022 - 06/02/2022,04/02/2022,104.9000199,106.5708731
07/02/2022 - 13/02/2022,11/02/2022,104.8506433,105.8622982
14/02/2022 - 20/02/2022,18/02/2022,106.2331894,106.6510892
21/02/2022 - 27/02/2022,25/02/2022,109.3439183,110.7955843
28/02/2022 - 06/03/2022,04/03/2022,114.6519079,113.10848
07/03/2022 - 13/03/2022,11/03/2022,112.7755953,111.9720862
14/03/2022 - 20/03/2022,18/03/2022,109.7389314,108.5495353
21/03/2022 - 27/03/2022,25/03/2022,107.2207224,106.5976118
28/03/2022 - 03/04/2022,01/04/2022,108.6773335,108.0816085
04/04/2022 - 10/04/2022,08/04/2022,106.8257092,107.1323854
11/04/2022 - 17/04/2022,15/04/2022,108.0848137,107.4131415
18/04/2022 - 24/04/2022,22/04/2022,106.9985275,106.7179359
25/04/2022 - 01/05/2022,29/04/2022,108.7020218,109.6725598
02/05/2022 - 08/05/2022,06/05/2022,108.4798269,108.3757339
09/05/2022 - 15/05/2022,13/05/2022,111.1708542,111.8383928
16/05/2022 - 22/05/2022,20/05/2022,110.775841,110.4880895
23/05/2022 - 29/05/2022,27/05/2022,107.2947874,107.6136816
30/05/2022 - 05/06/2022,03/06/2022,107.9119955,107.8543297
06/06/2022 - 12/06/2022,10/06/2022,107.0479041,107.4666189
13/06/2022 - 19/06/2022,17/06/2022,112.3558938,112.0121942
20/06/2022 - 26/06/2022,24/06/2022,108.4057619,108.5094273
27/06/2022 - 03/07/2022,01/07/2022,109.0476584,108.6297514
04/07/2022 - 10/07/2022,08/07/2022,107.3194757,106.3970717
11/07/2022 - 17/07/2022,15/07/2022,106.5541376,106.0895769
18/07/2022 - 24/07/2022,22/07/2022,109.4920482,109.324957
25/07/2022 - 31/07/2022,29/07/2022,109.4179832,107.8944377
01/08/2022 - 07/08/2022,05/08/2022,109.3686066,107.9880231
08/08/2022 - 14/08/2022,12/08/2022,109.4179832,107.5468349
15/08/2022 - 21/08/2022,19/08/2022,107.6898005,107.2527094
22/08/2022 - 28/08/2022,26/08/2022,105.4184747,106.2366397
29/08/2022 - 04/09/2022,02/09/2022,107.2207224,106.0628382
05/09/2022 - 11/09/2022,09/09/2022,104.825955,105.3275246
12/09/2022 - 18/09/2022,16/09/2022,106.8257092,106.9452146
19/09/2022 - 25/09/2022,23/09/2022,105.6406697,104.9264444
26/09/2022 - 02/10/2022,30/09/2022,109.3192299,106.8783679
03/10/2022 - 09/10/2022,07/10/2022,100.9498881,101.2498761
10/10/2022 - 16/10/2022,14/10/2022,101.1227064,101.4236775
17/10/2022 - 23/10/2022,21/10/2022,106.430696,105.9157755
24/10/2022 - 30/10/2022,28/10/2022,105.1715915,105.4344793
31/10/2022 - 06/11/2022,04/11/2022,107.5169823,107.8142217
07/11/2022 - 13/11/2022,11/11/2022,111.2696075,112.4533824
14/11/2022 - 20/11/2022,18/11/2022,111.1955425,113.148588
21/11/2022 - 27/11/2022,25/11/2022,106.6035143,107.4532495
28/11/2022 - 04/12/2022,02/12/2022,107.2947874,107.6938976
05/12/2022 - 11/12/2022,09/12/2022,105.2456565,106.3703331
12/12/2022 - 18/12/2022,16/12/2022,107.5663589,107.1457547
19/12/2022 - 25/12/2022,23/12/2022,107.4429173,107.2393401
26/12/2022 - 01/01/2023,30/12/2022,108.0354371,107.3195561
