date,BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,ADAUSDT,DOGEUSDT,MATICUSDT,LTCUSDT
2017-08-18,-4.211286548365428,-2.698331371419921,,,,,,
2017-08-19,0.7664600737572485,-1.0429762676105805,,,,,,
2017-08-20,-1.3053488973030332,2.776402465133777,,,,,,
2017-08-21,-1.7351085545221177,7.777178759329417,,,,,,
2017-08-22,0.5958309583630625,-4.262282524642831,,,,,,
2017-08-23,1.8153529979108365,1.8992162120812455,,,,,,
2017-08-24,4.793314240118538,2.4032698046217065,,,,,,
2017-08-25,-0.8219488874826928,1.1742058495699708,,,,,,
2017-08-26,1.3172436845751336,1.078988630104065,,,,,,
2017-08-27,-0.6344088025697059,5.10922402889598,,,,,,
2017-08-28,1.7634732065271153,-0.6137198177773829,,,,,,
2017-08-29,4.475589733430969,7.968693074191748,,,,,,
2017-08-30,-0.7074588003020004,2.953030006954745,,,,,,
2017-08-31,3.6588014556291784,-0.2958274941306727,,,,,,
2017-09-01,2.301823420963648,0.9492473476104315,,,,,,
2017-09-02,-7.799547319489141,-12.405167724870692,,,,,,
2017-09-03,0.8226100308568417,-0.40005309519532284,,,,,,
2017-09-04,-9.50793389560895,-18.597394531013776,,,,,,
2017-09-05,6.294109973815225,9.512755685772472,,,,,,
2017-09-06,5.639001794781342,7.083892407415307,,,,,,
2017-09-07,1.5430886827327768,-0.15235480698769116,,,,,,
2017-09-08,-9.116880582997181,-9.890718209077134,,,,,,
2017-09-09,-0.5617222767149364,-2.0843467141770646,,,,,,
2017-09-10,-3.062278719696231,-1.0978695254496504,,,,,,
2017-09-11,1.8732169875663014,1.2864090735900957,,,,,,
2017-09-12,-1.0690255757263747,-1.1298026343381637,,,,,,
2017-09-13,-5.403853472765801,-5.975116001523219,,,,,,
2017-09-14,-21.265671116187075,-25.207824803594463,,,,,,
2017-09-15,14.861916008344211,16.177519311802662,,,,,,
2017-09-16,0.4032399478769413,-1.4692386688004868,,,,,,
2017-09-17,-0.40351021851244145,3.2516773972078874,,,,,,
2017-09-18,8.667866308976352,13.43027898377143,,,,,,
2017-09-19,-3.1461175909612495,-3.6542427688102426,,,,,,
2017-09-20,-0.25710509883738986,-0.7067167223092443,,,,,,
2017-09-21,-7.7271550877750395,-9.283098604289375,,,,,,
2017-09-22,-0.391903758114883,2.687301825109627,,,,,,
2017-09-23,4.993804495479486,7.979792247132796,,,,,,
2017-09-24,-3.2255397752277335,-1.3839954679530577,,,,,,
2017-09-25,6.8814350153177966,4.31002483917535,,,,,,
2017-09-26,-0.9842321638232036,-2.2394121711737003,,,,,,
2017-09-27,7.69758277944606,7.312003826989824,,,,,,
2017-09-28,-0.44218775367074914,-2.385032519795924,,,,,,
2017-09-29,0.004551339711578413,-3.437596744613061,,,,,,
2017-09-30,4.766837981567608,4.070426806438359,,,,,,
