date_hour,Open,High,Low,Close,Close_Rt
2017-12-14,290.01000000,302.72000000,252.00000000,272.40000000,-6.264383086926646
2017-12-15,272.40000000,314.21000000,239.99000000,294.00000000,7.630819306332446
2017-12-16,294.00000000,305.00000000,285.00000000,293.97000000,-0.010204602284476255
2017-12-17,293.01000000,328.80000000,290.00000000,311.40000000,5.760053808406092
2017-12-18,311.23000000,360.96000000,277.00000000,352.00000000,12.255291619819914
2017-12-19,352.00000000,366.96000000,303.01000000,338.48000000,-3.916616918628498
2017-12-20,336.05000000,357.00000000,260.00000000,302.70000000,-11.17227903841392
2017-12-21,303.80000000,325.16000000,267.01000000,302.00000000,-0.23151986528033003
2017-12-22,303.00000000,315.00000000,177.58000000,250.99000000,-18.501391967419522
2017-12-23,250.99000000,301.52000000,214.91000000,253.44000000,0.9714010925386507
2017-12-24,253.44000000,277.00000000,220.03000000,262.90000000,3.664662310977444
2017-12-25,262.90000000,277.50000000,251.40000000,261.20000000,-0.6487334333559461
2017-12-26,261.17000000,282.82000000,258.00000000,277.98000000,6.226277125433615
2017-12-27,277.98000000,284.34000000,245.29000000,262.59000000,-5.695528824415588
2017-12-28,262.61000000,266.70000000,222.03000000,244.68000000,-7.064264603809208
2017-12-29,244.68000000,261.00000000,233.97000000,238.27000000,-2.6546749927806568
2017-12-30,238.27000000,244.00000000,193.20000000,206.03000000,-14.538269519218986
2017-12-31,206.11000000,234.37000000,202.98000000,223.69000000,8.223937551565314
2018-01-01,223.69000000,231.19000000,212.74000000,222.61000000,-0.48398033077831487
2018-01-02,222.62000000,256.49000000,222.62000000,247.33000000,10.53021158572675
2018-01-03,247.33000000,253.40000000,233.56000000,238.77000000,-3.5222731833637546
2018-01-04,238.89000000,240.00000000,219.38000000,233.00000000,-2.4462291920167196
2018-01-05,233.04000000,250.99000000,230.00000000,240.54000000,3.1847942316769995
2018-01-06,240.95000000,315.00000000,238.73000000,275.28000000,13.49023656067542
2018-01-07,276.24000000,287.00000000,262.00000000,269.01000000,-2.304020785715895
2018-01-08,269.01000000,271.82000000,212.74000000,252.65000000,-6.274342189414828
2018-01-09,252.49000000,257.64000000,228.24000000,244.48000000,-3.287162575976198
2018-01-10,244.56000000,248.99000000,225.05000000,247.63000000,1.2802190659019224
2018-01-11,247.63000000,252.27000000,195.03000000,223.77000000,-10.131695800199322
2018-01-12,223.76000000,240.45000000,213.01000000,233.11000000,4.089170652924935
2018-01-13,233.11000000,263.99000000,232.54000000,257.98000000,10.137161737255914
2018-01-14,257.98000000,271.64000000,222.00000000,234.12000000,-9.704825811396999
2018-01-15,234.26000000,242.31000000,227.60000000,229.50000000,-1.993077492242031
2018-01-16,229.50000000,242.00000000,135.67000000,179.28000000,-24.695420000792833
2018-01-17,179.28000000,198.89000000,136.20000000,182.44000000,1.7472522350828052
2018-01-18,183.45000000,202.19000000,170.50000000,186.14000000,2.007772691406462
2018-01-19,186.21000000,199.00000000,176.04000000,191.42000000,2.7970888010195964
2018-01-20,191.44000000,215.00000000,190.67000000,210.40000000,9.454051409579451
2018-01-21,210.05000000,210.69000000,180.00000000,190.16000000,-10.114465781161638
2018-01-22,190.52000000,195.00000000,163.44000000,178.00000000,-6.608227275985334
2018-01-23,178.00000000,186.42000000,163.02000000,176.98000000,-0.5746818452881121
2018-01-24,176.94000000,186.30000000,171.58000000,180.89000000,2.185237987433957
2018-01-25,180.83000000,186.00000000,175.58000000,179.59000000,-0.7212636682898529
2018-01-26,179.00000000,183.06000000,165.00000000,177.09000000,-1.4018397109937395
2018-01-27,175.73000000,184.00000000,173.00000000,182.10000000,2.789790881285458
2018-01-28,182.11000000,198.00000000,181.70000000,196.74000000,7.7327073351049656
2018-01-29,196.74000000,197.19000000,180.01000000,181.50000000,-8.062740637970647
2018-01-30,181.51000000,181.96000000,160.59000000,168.21000000,-7.604245490121461
2018-01-31,168.10000000,169.31000000,157.50000000,165.19000000,-1.8116872236641588
2018-02-01,164.83000000,167.20000000,132.00000000,143.69000000,-13.9438125325934
2018-02-02,144.04000000,147.00000000,108.52000000,131.68000000,-8.72834643123555
2018-02-03,131.99000000,166.99000000,120.06000000,160.30000000,19.66723226867476
2018-02-04,160.86000000,174.75000000,138.00000000,147.09000000,-8.600241528425578
2018-02-05,147.29000000,153.96000000,116.60000000,125.17000000,-16.137183099131942
2018-02-06,125.17000000,147.00000000,106.50000000,141.00000000,11.90870770382361
2018-02-07,140.96000000,157.00000000,130.01000000,137.21000000,-2.724729144508438
2018-02-08,137.97000000,143.50000000,137.20000000,142.37000000,3.6916703692570545
2018-02-09,142.37000000,164.40000000,142.37000000,163.73000000,13.978942702574642
2018-02-10,163.74000000,169.00000000,146.01000000,154.65000000,-5.705423052032222
2018-02-11,154.62000000,156.10000000,139.00000000,148.28000000,-4.206212084854716
2018-02-12,148.28000000,163.75000000,146.04000000,161.49000000,8.534084295844412
2018-02-13,161.55000000,162.95000000,152.00000000,159.63000000,-1.1584583964588042
2018-02-14,159.45000000,218.60000000,158.94000000,212.25000000,28.49061879150691
2018-02-15,212.25000000,236.66000000,206.50000000,220.64000000,3.876758885353497
2018-02-16,220.64000000,235.58000000,208.56000000,228.08000000,3.3164030559424975
2018-02-17,228.00000000,232.20000000,222.78000000,228.00000000,-0.03508156499758421
2018-02-18,228.08000000,231.39000000,210.10000000,213.66000000,-6.495966243669937
2018-02-19,213.23000000,226.50000000,196.00000000,221.44000000,3.576570591156348
2018-02-20,221.44000000,254.80000000,221.00000000,228.51000000,3.1428300623501757
2018-02-21,228.50000000,233.53000000,203.12000000,209.60000000,-8.637902060591937
2018-02-22,209.60000000,222.00000000,188.00000000,192.61000000,-8.4533533350756
2018-02-23,192.69000000,216.28000000,182.00000000,206.40000000,6.914861451127652
2018-02-24,206.38000000,219.00000000,192.30000000,206.50000000,0.048437879367966764
2018-02-25,206.69000000,223.17000000,198.94000000,217.78000000,5.318496651682754
2018-02-26,218.16000000,232.30000000,214.43000000,218.50000000,0.330063561772992
2018-02-27,218.25000000,224.36000000,211.80000000,214.60000000,-1.8010184339046775
2018-02-28,214.94000000,223.71000000,201.50000000,201.86000000,-6.120144238588458
2018-03-01,201.86000000,215.00000000,200.20000000,209.17000000,3.557293065511491
2018-03-02,209.14000000,214.47000000,203.43000000,212.80000000,1.7205439001660918
2018-03-03,212.80000000,218.39000000,208.00000000,210.04000000,-1.3054768697830892
2018-03-04,210.00000000,215.34000000,204.50000000,213.19000000,1.4885798106792258
2018-03-05,213.19000000,217.00000000,208.17000000,210.14000000,-1.4409811615821508
2018-03-06,210.03000000,210.49000000,191.31000000,196.24000000,-6.843557531039524
2018-03-07,196.20000000,199.28000000,173.08000000,185.25000000,-5.7632135774037625
2018-03-08,185.33000000,187.50000000,173.69000000,175.24000000,-5.554980123049853
2018-03-09,175.06000000,190.00000000,157.68000000,185.79000000,5.8460540672381445
2018-03-10,185.88000000,194.99000000,174.48000000,176.74000000,-4.993727752822073
2018-03-11,176.85000000,194.00000000,169.85000000,188.16000000,6.2612938620403655
2018-03-12,188.16000000,192.88000000,173.58000000,177.80000000,-5.663334163045781
2018-03-13,177.80000000,182.90000000,170.51000000,175.01000000,-1.5816207931738233
2018-03-14,175.38000000,177.52000000,156.50000000,160.15000000,-8.873223909289878
2018-03-15,160.00000000,167.70000000,149.55000000,164.00000000,2.3755551769031253
2018-03-16,164.00000000,171.60000000,157.50000000,164.10000000,0.060957027184667986
2018-03-17,164.12000000,165.96000000,150.20000000,151.75000000,-7.824156815643758
2018-03-18,151.70000000,158.00000000,136.86000000,153.50000000,1.1466137087644224
2018-03-19,153.59000000,163.88000000,150.66000000,161.20000000,4.894526304527597
2018-03-20,161.18000000,174.00000000,155.41000000,168.24000000,4.2745701321916565
2018-03-21,168.50000000,175.88000000,165.22000000,168.54000000,0.17815789497628562
2018-03-22,168.43000000,172.64000000,159.51000000,163.65000000,-2.9443109397017695
2018-03-23,163.65000000,169.50000000,156.13000000,168.66000000,3.0154853199306038
2018-03-24,168.97000000,169.74000000,157.73000000,158.92000000,-5.948392320009738
2018-03-25,158.81000000,162.89000000,156.75000000,160.01000000,0.6835382334385179
2018-03-26,160.00000000,161.06000000,141.56000000,147.83000000,-7.917334836778468
2018-03-27,147.71000000,149.34000000,134.40000000,135.00000000,-9.078818647456915
2018-03-28,135.00000000,139.75000000,130.10000000,131.22000000,-2.8399474521698003
2018-03-29,131.31000000,132.60000000,112.51000000,114.70000000,-13.455527978140639
2018-03-30,114.55000000,126.45000000,109.77000000,118.35000000,3.132631182466778
2018-03-31,118.10000000,124.28000000,115.26000000,116.05000000,-1.9625203239546887
2018-04-01,116.05000000,118.38000000,109.03000000,114.74000000,-1.1352433546721028
2018-04-02,114.97000000,121.71000000,113.54000000,119.05000000,3.6874873759146802
2018-04-03,119.03000000,137.25000000,118.00000000,134.04000000,11.85946899362378
2018-04-04,133.82000000,134.77000000,115.20000000,118.07000000,-12.686059395009122
2018-04-05,118.01000000,122.50000000,113.63000000,118.26000000,0.16079214736655162
2018-04-06,118.41000000,120.15000000,111.31000000,112.79000000,-4.735790774085835
2018-04-07,112.70000000,119.72000000,112.19000000,115.80000000,2.6336882487069313
2018-04-08,115.80000000,118.49000000,115.34000000,117.55000000,1.4999209847183628
2018-04-09,117.80000000,122.99000000,112.48000000,114.79000000,-2.375940290867301
2018-04-10,114.62000000,115.26000000,111.25000000,114.25000000,-0.47153423030913516
2018-04-11,114.25000000,119.59000000,112.92000000,118.40000000,3.5679692675591257
2018-04-12,118.40000000,130.90000000,112.92000000,129.67000000,9.092403911088736
2018-04-13,129.62000000,133.98000000,123.55000000,125.10000000,-3.587934408792736
2018-04-14,125.28000000,129.71000000,124.00000000,126.40000000,1.03380642398916
2018-04-15,126.40000000,132.99000000,126.40000000,132.45000000,4.675373400532143
2018-04-16,132.45000000,133.49000000,124.88000000,128.96000000,-2.6702936959760435
2018-04-17,128.76000000,140.50000000,128.73000000,132.09000000,2.3981229677454
2018-04-18,132.10000000,141.43000000,131.50000000,140.36000000,6.0727042279242385
2018-04-19,140.36000000,147.48000000,138.51000000,146.71000000,4.424729843653826
2018-04-20,146.50000000,156.49000000,142.62000000,155.71000000,5.953745370178071
2018-04-21,155.50000000,156.94000000,139.80000000,148.40000000,-4.808397212005329
2018-04-22,148.38000000,153.14000000,144.26000000,146.38000000,-1.3705350560199037
2018-04-23,146.38000000,153.67000000,145.80000000,152.56000000,4.135198111908266
2018-04-24,152.57000000,166.29000000,152.44000000,164.78000000,7.705328959528035
2018-04-25,164.23000000,164.79000000,141.85000000,144.75000000,-12.960313443433932
2018-04-26,144.74000000,154.84000000,142.00000000,153.19000000,5.667086457150013
2018-04-27,153.19000000,153.80000000,144.44000000,144.90000000,-5.563513169796801
2018-04-28,145.66000000,153.74000000,144.49000000,152.10000000,4.849434993861036
2018-04-29,151.89000000,156.87000000,148.00000000,153.50000000,0.9162367762004794
2018-04-30,153.51000000,154.90000000,147.00000000,148.37000000,-3.3991413064549567
2018-05-01,148.36000000,148.89000000,142.44000000,148.29000000,-0.05393379757247688
2018-05-02,148.28000000,153.76000000,146.21000000,151.58000000,2.1943722396905665
2018-05-03,151.58000000,165.04000000,150.00000000,161.38000000,6.264829403647735
2018-05-04,161.17000000,172.10000000,157.10000000,169.44000000,4.873704943273577
2018-05-05,169.20000000,184.67000000,168.13000000,179.04000000,5.511036271051867
2018-05-06,178.86000000,184.98000000,164.80000000,172.32000000,-3.82560311555367
2018-05-07,172.10000000,172.81000000,157.30000000,164.59000000,-4.589568035210166
2018-05-08,164.52000000,168.66000000,155.05000000,158.89000000,-3.5245394155701084
2018-05-09,159.00000000,160.32000000,150.00000000,156.72000000,-1.3751365263990187
2018-05-10,156.75000000,160.90000000,147.22000000,148.16000000,-5.616800273841604
2018-05-11,148.11000000,148.50000000,132.97000000,136.32000000,-8.328770781686368
2018-05-12,136.32000000,144.47000000,130.32000000,141.57000000,3.7789231325400263
2018-05-13,141.43000000,146.89000000,136.10000000,144.24000000,1.8684284488656187
2018-05-14,144.19000000,152.95000000,134.19000000,147.42000000,2.180707686608068
2018-05-15,147.10000000,149.67000000,136.91000000,139.35000000,-5.629690183318552
2018-05-16,139.34000000,140.86000000,133.50000000,138.92000000,-0.30905260520839695
2018-05-17,138.91000000,141.50000000,131.00000000,132.31000000,-4.875057382155352
2018-05-18,132.07000000,137.49000000,128.00000000,135.95000000,2.7139517024160074
2018-05-19,135.95000000,137.77000000,132.60000000,134.95000000,-0.7382831614466044
2018-05-20,134.89000000,141.00000000,132.50000000,139.64000000,3.4163342772821697
2018-05-21,139.63000000,140.25000000,133.43000000,134.25000000,-3.9363948847861105
2018-05-22,134.25000000,136.25000000,127.31000000,127.89000000,-4.853321394374543
2018-05-23,127.90000000,129.35000000,115.83000000,118.37000000,-7.735520747942635
2018-05-24,118.29000000,124.85000000,114.70000000,122.58000000,3.4948566091783304
2018-05-25,122.65000000,124.58000000,116.63000000,118.87000000,-3.073341906505267
2018-05-26,118.78000000,122.46000000,117.18000000,118.45000000,-0.35395283877385036
2018-05-27,118.35000000,119.00000000,116.58000000,117.71000000,-0.6266958180405262
2018-05-28,117.72000000,118.97000000,110.00000000,110.82000000,-6.031670898518564
2018-05-29,110.66000000,122.71000000,109.41000000,119.28000000,7.356640701727954
2018-05-30,119.52000000,122.73000000,114.69000000,117.18000000,-1.776245633984039
2018-05-31,117.18000000,121.01000000,116.04000000,118.25000000,0.9089813255399802
2018-06-01,118.25000000,120.40000000,116.62000000,120.19000000,1.6272796592655163
2018-06-02,120.19000000,124.50000000,118.66000000,123.44000000,2.6681384090207843
2018-06-03,123.44000000,127.98000000,122.23000000,125.33000000,1.5195050568525508
2018-06-04,125.07000000,127.01000000,118.00000000,119.77000000,-4.5377021664015516
2018-06-05,119.77000000,122.60000000,115.77000000,122.18000000,1.9922130262205497
2018-06-06,122.20000000,122.94000000,118.00000000,121.61000000,-0.46761642287127564
2018-06-07,121.63000000,123.84000000,119.40000000,121.54000000,-0.057577628569897656
2018-06-08,121.56000000,122.18000000,118.04000000,119.68000000,-1.5421912481042055
2018-06-09,119.90000000,120.93000000,116.70000000,117.40000000,-1.923460683217103
