date,BTCUSDT,ETHUSDT,BNBUSDT,XRPUSDT,ADAUSDT,DOGEUSDT,MATICUSDT,LTCUSDT,UCRY Policy Index,UCRY Price Index
2019-07-14,-11.430743566950563,-29.95222600697356,-14.304642458567592,-26.679260698378332,-29.68414155072955,-19.274971329509373,-20.63719651811073,-28.712425462061564,100.0117318,99.91294221
2019-07-21,4.000508407557951,-0.20831955764098686,6.424683076351892,8.545414854102336,3.059257694616971,4.336477433792201,-6.197948752051144,10.614093824049933,100.0364201,99.88620354
2019-07-28,-10.420332446711694,-6.299565304818764,-9.228409165104779,-5.778285846479783,-2.8400148375918337,-8.690396752675289,-13.172739149856852,-10.235600663752763,99.96235514,99.84609552
2019-08-04,13.578595339042906,4.693877476110261,-1.349702836886294,1.888015974334574,-5.737644934095614,4.514886526610383,-14.290512977372122,2.891134349442014,100.1845501,100.3541304
2019-08-11,5.5241988162394025,-2.4510024093615823,9.935752086649945,-4.819938532978468,-2.401487620387397,-1.1980314042269762,45.01153818459031,-2.9689423898260974,100.0611084,100.1669597
2019-08-18,-11.388090845216036,-10.766321926689042,-8.075026309641487,-6.810735712426358,-7.808008808830831,-6.89582388526167,-14.257312648481546,-16.50141744389031,99.78953687,99.76587948
2019-08-25,-1.6048682132686904,-4.09120515778947,-6.703814469630324,-4.9436559478551585,-2.237855626219196,-2.6812669083499467,-1.2305620356766336,-5.596337119661765,99.69078358,99.7391408
2019-09-01,-4.2055416029859245,-8.850376171655707,-19.69569739057671,-5.181283275230018,-11.191525750985624,-6.430224154912286,-12.060931278044382,-9.006735936517472,99.76484855,99.88620354
2019-09-08,6.529671848366081,5.940427286585578,4.500724228687836,2.363135565946223,5.110118554034731,-0.07318858584810814,13.075432732730446,6.563823494362889,99.76484855,99.67229411
2019-09-15,-0.7655529602559916,4.235952817405762,-9.942328947620041,-0.7007898172845377,0.15019850479510954,-1.3307597347998574,-7.794205569919528,-0.4558412451706257,99.54265363,99.71240213
2019-09-22,-2.6871088215181542,11.089981921003256,0.3448932454983059,6.079188709729922,4.7727768776734685,5.454439295268396,-2.4458812955592566,3.078896464510431,100.1351734,100.180329
2019-09-29,-22.056383887990833,-22.14877259802396,-29.229316593356508,-14.068089049755425,-27.52225396552034,-15.898932532003455,-14.132066453883441,-29.421032676399573,99.6167186,99.76587948
2019-10-06,-2.3849308169727474,0.5068673549949275,-0.8662467816122479,6.166226079162743,4.371417421704671,3.696722382959579,-6.7548258982782174,1.09028151990742,99.49327698,99.57870873
2019-10-13,5.2185343158202,6.205528171896405,19.186741205262145,8.165500964352773,6.1457898383675635,6.982449924777281,38.55837375543353,3.6984462327509413,99.7154719,99.59207807
2019-10-20,-0.6262461097367661,-3.239945388256233,1.3260722616858949,5.814776933757026,-4.484834317002116,11.023818388824859,-8.227634719947364,-2.893023610410404,99.36983537,99.48512336
2019-10-27,14.745970378928785,4.753381085472828,4.177010084790245,1.4593867552452808,6.6184403638637646,-2.804986796190032,1.8719049101246352,8.606897013455246,99.86360184,99.84609552
2019-11-03,-3.580905373443377,-1.21001229944649,4.5534030825753575,-2.698916407348125,-1.1450506787995491,-2.062796779596745,-3.4836614122315117,-2.524060479833342,99.78953687,99.91294221
2019-11-10,-1.7027774312303456,4.005933735057114,1.210727554112023,-3.971146199622333,5.052524519464851,6.381080968534391,14.864918478340067,8.796877294595701,99.56734196,99.8728342
2019-11-17,-6.125206778343662,-2.7578334519088834,-1.1780392369225763,-5.842450924476124,2.633804466508125,-4.857614752972816,-9.26402907350302,-7.214000232997034,99.46858866,99.67229411
2019-11-24,-20.835181561017713,-27.26003504304761,-29.757535828452802,-17.9444774375108,-25.21082177143854,-16.203963865985212,5.634337042287866,-30.0256579683703,99.44390034,99.60544741
2019-12-01,6.825149975304802,7.4133489322950386,2.848405124425807,2.195023584605663,12.30420371640553,1.4140481957531825,56.32865530342197,7.867378206619488,99.98704346,99.96641957
2019-12-08,1.600195207969742,-0.19258232203021397,1.1752031085229153,1.903728228852064,-2.14622443461351,-3.0348145835365297,44.440634224705484,-4.064638647695551,99.64140693,99.77924882
2019-12-15,-5.354044070117013,-5.450307505192783,-8.117227744362621,-5.260598201045555,-5.931801196001986,-2.806294830613585,-107.1044002861558,-4.764946295330151,99.64140693,99.67229411
2019-12-22,5.238533000786838,-7.557775011443561,-4.367022549137444,-10.08974180056966,-6.014515333230164,-2.632292552174694,12.665123846670804,-3.800598162519241,100.1351734,100.0198969
2019-12-29,-1.5205455192269128,1.7039256308320019,2.325469340348137,0.02035519827903155,-0.7009374492576388,-2.3289090107423376,-9.07357760806123,2.968415828770021,99.29577039,99.32469129
2020-01-05,-0.3999465560020476,0.7489005453602746,-0.36083172416141673,-1.0228698602169024,1.3969959440200133,1.7892006844801105,0.6087269388650209,0.5093782720256418,100.258615,99.88620354
2020-01-12,10.641068596558213,7.928665853412288,8.73920007547522,10.186394557953811,9.162499532314259,5.941877444888732,0.8727816396490454,17.206902477838064,99.49327698,99.69903279
2020-01-19,6.121764154492993,12.943710735726393,12.55381845178386,8.960022014137481,10.219094089654716,8.79443296246262,9.372895950284562,11.330090791502071,99.7154719,99.75251014
2020-01-26,-1.0013538890953142,0.6394762565599901,0.6363423313064392,-1.8291756332429017,6.386865396950568,-4.817739223271954,0.1216545162204043,-2.389432019943612,99.46858866,99.51186204
2020-02-02,7.989197529965188,11.564935517715874,5.201507510067017,8.141521357591952,21.84418746803643,6.57028469851257,14.569120409667713,21.7866494213366,99.98704346,100.0733743
