"","TCI"
"2021-12-23",73.5330176493371
"2021-12-24",73.4836743200458
"2021-12-25",73.1160110026943
"2021-12-26",72.9701011054301
"2021-12-27",72.1885186997911
"2021-12-28",72.3765722494193
"2021-12-29",72.120847647816
"2021-12-30",72.553516430257
"2021-12-31",72.4865039014805
"2022-01-01",72.5144503721983
"2022-01-02",72.4603798200493
"2022-01-03",72.5284650683555
"2022-01-04",72.5063961536579
"2022-01-05",72.5903857437477
"2022-01-06",72.6296044850861
"2022-01-07",72.4686653638149
"2022-01-08",72.3042572152422
"2022-01-09",72.224249923985
"2022-01-10",71.3292504891554
"2022-01-11",71.4132409027714
"2022-01-12",71.2360025494952
"2022-01-13",71.9215232007816
"2022-01-14",71.8973660027281
"2022-01-15",71.7399072868768
"2022-01-16",71.1767103005311
"2022-01-17",70.972625757634
"2022-01-18",69.5595287653411
"2022-01-19",69.1026576502576
"2022-01-20",68.9644832375718
"2022-01-21",69.8381522427591
"2022-01-22",69.7374925588167
"2022-01-23",71.9530587808656
"2022-01-24",73.1247753829821
"2022-01-25",73.0522336617516
"2022-01-26",72.909851761746
"2022-01-27",72.6328384575708
"2022-01-28",72.4774122830168
"2022-01-29",72.4154160679372
"2022-01-30",72.6279082012497
"2022-01-31",70.9897794821466
"2022-02-01",70.8523544809264
"2022-02-02",71.154212202699
"2022-02-03",71.143807667495
"2022-02-04",71.7107158736302
"2022-02-05",71.9800695228036
"2022-02-06",71.8266582544582
"2022-02-07",72.0013131339661
"2022-02-08",71.8869248908514
"2022-02-09",70.9609797376755
"2022-02-10",70.8927766810503
"2022-02-11",71.2215048303232
"2022-02-12",71.1036453246939
"2022-02-13",71.0219504343636
"2022-02-14",71.4582175219748
"2022-02-15",71.7923659199546
"2022-02-16",72.0293924822253
"2022-02-17",72.8214661978915
"2022-02-18",72.8484443795628
"2022-02-19",72.9191868188217
"2022-02-20",73.0763742433307
"2022-02-21",74.9539670687711
"2022-02-22",75.144221963776
"2022-02-23",75.1156115555694
"2022-02-24",74.8997387796004
"2022-02-25",74.8211350408123
"2022-02-26",74.6458037897113
"2022-02-27",75.0857135451138
"2022-02-28",74.2994576849423
"2022-03-01",74.259632419927
"2022-03-02",74.2552403494908
"2022-03-03",74.2543418402722
"2022-03-04",74.0107673363228
"2022-03-05",74.0312215378581
"2022-03-06",73.7465656347824
"2022-03-07",74.6049126631499
"2022-03-08",74.5699825950964
"2022-03-09",74.5151239783035
"2022-03-10",74.8581928251794
"2022-03-11",74.5914938749893
"2022-03-12",74.3662954396069
"2022-03-13",74.374838532658
"2022-03-14",74.5231510119635
"2022-03-15",74.5053844528506
"2022-03-16",74.6029904827004
"2022-03-17",74.6098265581671
"2022-03-18",74.5967925130781
"2022-03-19",74.4113255655841
"2022-03-20",74.381293815011
"2022-03-21",74.0499302867172
"2022-03-22",73.9335053022455
"2022-03-23",73.5179089320589
"2022-03-24",73.1993747278682
"2022-03-25",72.9045252021117
"2022-03-26",72.7648361729418
"2022-03-27",72.8448060251857
"2022-03-28",74.5845285850148
"2022-03-29",74.5051877879593
"2022-03-30",74.4292633258379
"2022-03-31",74.5509872261961
"2022-04-01",74.602093892604
"2022-04-02",74.4165681740889
"2022-04-03",74.3626000300783
"2022-04-04",74.1650093165613
"2022-04-05",72.7751229080216
"2022-04-06",72.2627461823875
"2022-04-07",72.3814935948797
"2022-04-08",72.0845291396961
"2022-04-09",72.0810608710967
"2022-04-10",71.9720926792045
"2022-04-11",74.4613385317508
"2022-04-12",75.0478961223396
"2022-04-13",75.1513191478925
"2022-04-14",74.8926292643539
"2022-04-15",74.7098851283821
"2022-04-16",74.4402787508341
"2022-04-17",74.4616906969374
"2022-04-18",75.0720709601977
"2022-04-19",75.0760523416995
"2022-04-20",75.1211974671588
"2022-04-21",75.1989070142422
"2022-04-22",75.1431537866573
"2022-04-23",75.0979375324897
"2022-04-24",75.0538908031333
"2022-04-25",73.3309102883545
"2022-04-26",74.0663218993694
"2022-04-27",73.8547300646128
"2022-04-28",73.8342372195821
"2022-04-29",73.7620799926353
"2022-04-30",73.7776560302367
